"question_text_en","time_limit","subject","options_en","target_language","correct_answer","options_uz","points","options_pl","question_text_az","options_tr","question_text_pl","explanation_ru","options_az","question_text_tr","explanation_tr","question_text_ru","explanation_pl","explanation_az","source_language","options_ru","difficulty","explanation_en","explanation_uz","question_text_uz","id","created_date","updated_date","created_by_id","created_by","is_sample"
"Which language has the most ""Native"" speakers in Europe?","12","languages","[""English"",""French"",""German"",""Russian""]","","3","[""Inglizcha"",""Fransuzcha"",""Nemischa"",""Ruscha""]","1","[""English"",""French"",""German"",""Russian""]","Avropada ən çox ""yerli"" dildə danışanlar hansı dildədir?","[""İngilizce"",""Fransızca"",""Almanca"",""Rusça""]","Który język ma najwięcej rodzimych użytkowników w Europie?","","[""İngilis dili"",""Fransız dili"",""Alman dili"",""Rus dili""]","Avrupa'da anadili konuşanların en çok olduğu dil hangisidir?","","На каком языке в Европе больше всего носителей?","","","","[""английский"",""французский"",""немецкий"",""русский""]","5","","","Yevropada qaysi tilda eng ko'p ""ona tili"" so'zlashuvchilari bor?","69867315c2f22214e729edee","2026-02-06T23:02:45.440000","2026-07-08T20:50:02.095000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What does the Italian word ""Formaggio"" mean?","12","languages","[""Pasta"",""Cheese"",""Bread"",""Wine""]","","1","[""Makaron"",""Pishloq"",""Non"",""Sharob""]","1","[""Makaron"",""Ser"",""Chleb"",""Wino""]","İtalyanca ""Formaggio"" sözü nə deməkdir?","[""Makarna"",""Peynir"",""Ekmek"",""Şarap""]","Co oznacza włoskie słowo „Formaggio”?","","[""Makaron"",""Pendir"",""Çörək"",""Şərab""]","İtalyanca ""Formaggio"" kelimesi ne anlama gelir?","","Что означает итальянское слово ""Formaggio""?","","","","[""Паста"",""Сыр"",""Хлеб"",""Вино""]","5","","","""Formaggio"" italyancha so'zi nimani anglatadi?","69867315d46d4866fb82597c","2026-02-06T23:02:45.336000","2026-07-08T20:50:03.120000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"How do you say ""Mother"" in Mandarin Chinese?","12","languages","[""Mama"",""Baba"",""Gugu"",""Yeye""]","","0","[""Onam"",""Baba"",""Gugu"",""Yeye""]","1","[""Mama"",""Baba"",""Gugu"",""Yeye""]","Çin dilində ""Ana"" necə deyilir?","[""Anne"",""Baba"",""Gugu"",""Evet""]","Jak powiedzieć „mama” w języku mandaryńskim?","","[""Mama"",""Baba"",""Ququ"",""Yeye""]","Çince'de ""Anne"" nasıl söylenir?","","Как сказать ""мать"" на китайском языке (мандаринский диалект)?","","","","[""Мама"",""Баба"",""Гугу"",""Йе""]","5","","","Xitoy tilida ""Ona"" so'zini qanday aytasiz?","69867315d423053c9a80297d","2026-02-06T23:02:45.220000","2026-07-08T20:53:29.492000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which language is the word ""Lego"" derived from?","12","languages","[""Danish"",""German"",""Latin"",""Swedish""]","","0","[""Daniyalik"",""Nemischa"",""Lotincha"",""Shvedcha""]","1","[""duński"",""niemiecki"",""łacina"",""szwedzki""]","""Lego"" sözü hansı dildən götürülmüşdür?","[""Danca"",""Almanca"",""Latince"",""İsveççe""]","Z jakiego języka wywodzi się słowo „Lego”?","","[""Danimarka"",""Alman"",""Latın"",""İsveç""]","""Lego"" kelimesi hangi dilden türemiştir?","","Из какого языка происходит слово ""Lego""?","Nazwa Lego pochodzi od duńskich słów „leg godt”, co oznacza „baw się dobrze”.","","","[""Датский"",""Немецкий"",""Латинский"",""Шведский""]","5","","","""Lego"" so'zi qaysi tildan olingan?","69867315cff374360e3a5eda","2026-02-06T23:02:45.108000","2026-07-08T20:53:32.473000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What is a ""Double Negative"" in English?","12","languages","[""A math term"",""Two negative words making a positive"",""A typo"",""A silent vowel""]","","1","[""Matematik atama"",""Ijobiy harf hosil qiluvchi ikkita salbiy so'z"",""Yozuv xatosi"",""Jim unli""]","1","[""Termin matematyczny"",""Dwa słowa przeczące tworzące znaczenie twierdzące"",""Literówka"",""Niema samogłoska""]","İngilis dilində ""ikiqat mənfi"" nədir?","[""Bir matematik terimi"",""İki olumsuz kelimenin olumlu bir anlam oluşturması"",""Bir yazım hatası"",""Sessiz bir ünlü""]","Czym w języku angielskim jest „Double Negative”?","","[""Riyazi termin"",""Müsbət hərfi yaradan iki mənfi söz"",""Yazı səhvi"",""Səssiz sait""]","İngilizcede ""çift olumsuzluk"" nedir?","","Что такое ""двойное отрицание"" в английском языке?","","","","[""Математический термин"",""Два отрицательных слова, образующих положительное"",""Опечатка"",""Непроизносимая гласная""]","5","","","Ingliz tilida ""ikki karra inkor"" nima?","69867315679b1355af82c098","2026-02-06T23:02:45.004000","2026-07-08T20:53:33.580000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"In Spanish, what does ""Lo siento"" mean?","12","languages","[""I am hungry"",""I am sorry"",""I am happy"",""I am tired""]","","1","[""Men ochman"",""Kechirasiz"",""Men xursandman"",""Men charchadim""]","1","[""Jestem głodny"",""Przepraszam"",""Jestem szczęśliwy"",""Jestem zmęczony""]","İspan dilində ""Lo siento"" nə deməkdir?","[""Acıktım"",""Özür dilerim"",""Mutluyum"",""Yorgunum""]","Co w języku hiszpańskim oznacza zwrot „Lo siento”?","","[""Acam"",""Bağışla"",""Xoşbəxtəm"",""Yorğunam""]","İspanyolcada ""Lo siento"" ne anlama gelir?","","Что означает выражение ""Lo siento"" на испанском языке?","","","","[""Я голоден"",""Извините"",""Я счастлив"",""Я устал""]","5","","","Ispan tilida ""Lo siento"" nimani anglatadi?","69867314a598124f0f6f0b0f","2026-02-06T23:02:44.882000","2026-07-08T20:53:35.266000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which language uses the Cyrillic alphabet besides Russian?","12","languages","[""Bulgarian"",""Finnish"",""Greek"",""Turkish""]","","0","[""Bolgarcha"",""Fincha"",""Yunoncha"",""Turkcha""]","1","[""bułgarski"",""fiński"",""grecki"",""turecki""]","Rus əlifbasından başqa hansı dillərdə kiril əlifbası istifadə olunur?","[""Bulgarca"",""Fince"",""Yunanca"",""Türkçe""]","Który język poza rosyjskim używa alfabetu cyrylicy?","","[""Bolqar"",""Fin"",""Yunan"",""Türk""]","Rusça dışında Kiril alfabesini kullanan başka hangi dil vardır?","","В каких языках, помимо русского, используется кириллица?","","","","[""болгарский"",""финский"",""греческий"",""турецкий""]","5","","","Rus alifbosidan tashqari qaysi tilda kirill alifbosi qo'llaniladi?","69867314bc4f3e42c82c87fe","2026-02-06T23:02:44.784000","2026-07-08T20:53:39.650000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Translate ""Maison"" from French to English:","12","languages","[""Mountain"",""House"",""Hand"",""Table""]","","1","[""Tog'"",""Uy"",""Qo'l"",""Stol""]","1","[""Mountain"",""House"",""Hand"",""Table""]","""Maison"" sözünü fransız dilindən ingilis dilinə tərcümə edin:","[""Dağ"",""Ev"",""El"",""Masa""]","Jak tłumaczy się słowo „Maison” z języka francuskiego na angielski?","","[""Dağ"",""Ev"",""Əl"",""Masa""]","""Maison"" kelimesini Fransızcadan İngilizceye çevirin:","","Переведите слово ""Maison"" с французского на английский:","Słowo „Maison” w języku francuskim oznacza „dom”, co po angielsku tłumaczy się jako „House”.","","","[""Гора"",""Дом"",""Рука"",""Стол""]","5","","","""Maison"" so'zini fransuzchadan inglizchaga tarjima qiling:","698673149bbfa0ba8c8df0c6","2026-02-06T23:02:44.676000","2026-07-08T20:53:40.858000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What is the meaning of the Aloha spirit in Hawaiian?","12","languages","[""Hello"",""Goodbye"",""Love/Peace"",""All of these""]","","3","[""Salom"",""Xayr"",""Sevgi/Tinchlik"",""Bularning barchasi""]","1","[""Cześć"",""Do widzenia"",""Miłość/Pokój"",""Wszystkie powyższe""]","Havay dilində Aloha ruhu nə deməkdir?","[""Merhaba"",""Hoşça kal"",""Sevgi/Barış"",""Bunların hepsi""]","Co oznacza duch Aloha w języku hawajskim?","","[""Salam"",""Əlvida"",""Sevgi/Sülh"",""Hamısı""]","Hawaii dilinde Aloha ruhunun anlamı nedir?","","Что означает дух Алоха на гавайском языке?","Słowo „Aloha” jest wielowymiarowe i w hawajskiej kulturze służy zarówno jako powitanie, jak i pożegnanie, a także odnosi się do głębokiej filozofii miłości, pokoju i współczucia.","","","[""Привет"",""До свидания"",""Любовь/Мир"",""Все это""]","5","","","Gavayi tilida Aloha ruhi nimani anglatadi?","6986731424056da7d2b7194f","2026-02-06T23:02:44.576000","2026-07-08T20:53:42.528000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"How do you say ""Water"" in German?","12","languages","[""Wein"",""Bier"",""Wasser"",""Milch""]","","2","[""Vayn"",""Bier"",""Vasser"",""Milch""]","1","[""Wein"",""Bier"",""Wasser"",""Milch""]","Alman dilində ""Su"" necə deyilir?","[""Wein"",""Bier"",""Wasser"",""Milch""]","Jak po niemiecku powiedzieć „woda”?","","[""Wein"",""Bier"",""Wasser"",""Milch""]","Almanca'da ""su"" nasıl söylenir?","","Как сказать ""вода"" по-немецки?","","","","[""Вейн"",""Биер"",""Вассер"",""Мильх""]","5","","","Nemis tilida ""Suv"" qanday aytiladi?","698673149452aadccd253c94","2026-02-06T23:02:44.474000","2026-07-08T20:53:45.301000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which language is the word ""Karaoke"" from?","12","languages","[""Korean"",""Chinese"",""Japanese"",""Thai""]","","2","[""Koreyscha"",""Xitoycha"",""Yaponcha"",""Taycha""]","1","[""koreańskiego"",""chińskiego"",""japońskiego"",""tajskiego""]","""Karaoke"" sözü hansı dildən gəlir?","[""Korece"",""Çince"",""Japonca"",""Tayca""]","Z jakiego języka pochodzi słowo „Karaoke”?","","[""Koreya"",""Çin"",""Yapon"",""Tay""]","""Karaoke"" kelimesi hangi dilden geliyor?","","Из какого языка происходит слово ""караоке""?","","","","[""Корейский"",""Китайский"",""Японский"",""Тайский""]","5","","","""Karaoke"" so'zi qaysi tildan olingan?","69867314a7e80fae9e460b27","2026-02-06T23:02:44.376000","2026-07-08T20:53:46.759000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What does the word ""Renaissance"" mean in French?","12","languages","[""Revolution"",""Rebirth"",""Relocation"",""Resistance""]","","1","[""Inqilob"",""Qayta tug'ilish"",""Ko'chish"",""Qarshilik""]","1","[""Rewolucja"",""Odrodzenie"",""Relokacja"",""Opór""]","""Renessans"" sözü fransız dilində nə deməkdir?","[""Devrim"",""Yeniden Doğuş"",""Yer Değiştirme"",""Direniş""]","Co oznacza słowo ""Renaissance"" w języku francuskim?","","[""İnqilab"",""Yenidən doğuş"",""Köçürülmə"",""Müqavimət""]","""Rönesans"" kelimesi Fransızcada ne anlama gelir?","","Что означает слово ""Возрождение"" на французском языке?","","","","[""Революция"",""Возрождение"",""Перемещение"",""Сопротивление""]","5","","","""Uyg'onish davri"" so'zi fransuz tilida nimani anglatadi?","6986731412293ed64e7d6303","2026-02-06T23:02:44.274000","2026-07-08T20:53:48.384000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"In which language is ""Tusen Takk"" used to say ""A thousand thanks""?","12","languages","[""Danish"",""Swedish"",""Norwegian"",""All of these""]","","3","[""Daniyalik"",""Shvedcha"",""Norvegcha"",""Bularning barchasi""]","1","[""duńskim"",""szwedzkim"",""norweskim"",""wszystkich wymienionych""]","""Tusen Takk"" hansı dildə ""min şükür"" demək üçün istifadə olunur?","[""Danca"",""İsveççe"",""Norveççe"",""Bunların hepsi""]","W jakim języku wyrażenie „Tusen Takk” oznacza „wielkie dzięki” (dosł. „tysiąc podziękowań”)?","","[""Danimarka"",""İsveç"",""Norveç"",""Bunların hamısı""]","""Tusen Takk"" ifadesi hangi dilde ""Bin teşekkür"" anlamında kullanılır?","","На каком языке выражение ""Tusen Takk"" используется для обозначения ""Тысячи благодарностей""?","Wyrażenie „tusen takk” jest powszechnie używane w języku norweskim jako sposób na wyrażenie szczególnej wdzięczności.","","","[""Датский"",""Шведский"",""Норвежский"",""Все эти""]","5","","","""Tusen Takk"" qaysi tilda ""Ming shukr"" deyish uchun ishlatiladi?","69867314a598124f0f6f0b0e","2026-02-06T23:02:44.116000","2026-07-08T20:53:55.566000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What is the English translation for the Japanese word ""Sushi""?","12","languages","[""Raw Fish"",""Sour Rice"",""Seaweed Wrap"",""Fresh Slices""]","","1","[""Xom baliq"",""Nordon guruch"",""Dengiz o'tlari lavash"",""Yangi bo'laklar""]","1","[""Raw Fish"",""Sour Rice"",""Seaweed Wrap"",""Fresh Slices""]","Yapon dilində ""Suşi"" sözünün ingilis dilinə tərcüməsi nədir?","[""Çiğ Balık"",""Ekşi Pilav"",""Deniz Yosunu Sarma"",""Taze Dilimler""]","Jakie jest angielskie tłumaczenie japońskiego słowa „Sushi”?","","[""Çiy Balıq"",""Turş Düyü"",""Dəniz Yosunu Lavaşı"",""Təzə Dilimlər""]","Japonca ""Sushi"" kelimesinin İngilizce karşılığı nedir?","","Как перевести на английский японское слово ""суши""?","Termin „sushi” odnosi się do tradycyjnego japońskiego dania, w którym kluczowym składnikiem jest zakwaszony ryż (sushi-meshi).","","","[""Сырая рыба"",""Кислый рис"",""Обертка из морских водорослей"",""Свежие ломтики""]","5","","","Yaponcha ""Sushi"" so'zining inglizcha tarjimasi qanday?","698673130aa69e94d87557d6","2026-02-06T23:02:43.996000","2026-07-08T20:53:59.088000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"How do you say ""Friend"" in Spanish?","12","languages","[""Enemigo"",""Amigo"",""Hermano"",""Padre""]","","1","[""Enemigo"",""Amigo"",""Hermano"",""Padre""]","1","[""Enemigo"",""Amigo"",""Hermano"",""Padre""]","İspan dilində ""Dost"" necə deyilir?","[""Düşman"",""Amigo"",""Hermano"",""Padre""]","Jak po hiszpańsku powiedzieć „przyjaciel”?","","[""Enemigo"",""Amigo"",""Hermano"",""Padre""]","İspanyolcada ""Arkadaş"" nasıl söylenir?","","Как сказать ""друг"" по-испански?","","","","[""Враг"",""Амиго"",""Эрмано"",""Падре""]","5","","","Ispan tilida ""Do'st"" so'zini qanday aytasiz?","69867313f6b5757da4780022","2026-02-06T23:02:43.890000","2026-07-08T20:54:00.701000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which language uses the ""Braille"" system for the visually impaired?","12","languages","[""English"",""French"",""Spanish"",""It is a tactile code for any language""]","","3","[""Inglizcha"",""Fransuzcha"",""Ispancha"",""Bu har qanday til uchun taktil kod""]","1","[""angielskim"",""francuskim"",""hiszpańskim"",""Jest to kod dotykowy dla każdego języka""]","Görmə qüsurlu insanlar üçün ""Brayl"" sistemi hansı dildə istifadə olunur?","[""İngilizce"",""Fransızca"",""İspanyolca"",""Herhangi bir dil için dokunsal bir koddur""]","W jakim języku używa się systemu Braille'a dla osób niedowidzących?","","[""İngilis dili"",""Fransız dili"",""İspan dili"",""Bu, istənilən dil üçün toxunma koddur""]","Görme engelliler için ""Braille"" sistemini hangi dil kullanır?","","В каком языке используется система Брайля для слабовидящих?","System Braille'a nie jest językiem samym w sobie, lecz alfabetem dotykowym, który można zaadaptować do zapisu niemal każdego języka na świecie.","","","[""Английский"",""Французский"",""Испанский"",""Это тактильный код для любого языка""]","5","","","Ko'zi ojizlar uchun ""Brayl"" tizimi qaysi tilda qo'llaniladi?","69867313607930a3011a9b05","2026-02-06T23:02:43.776000","2026-07-08T20:54:02.008000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What does the Latin phrase ""Carpe Diem"" mean?","12","languages","[""Seize the day"",""Buyer beware"",""Love conquers all"",""In God we trust""]","","0","[""Kunni unumli o'tkazing"",""Xaridor ehtiyot bo'ling"",""Sevgi hamma narsani yengadi"",""Biz Xudoga ishonamiz""]","1","[""Chwytaj dzień"",""Niech kupujący się strzeże"",""Miłość wszystko zwycięża"",""W Bogu pokładamy ufność""]","Latınca ""Carpe Diem"" ifadəsi nə deməkdir?","[""Günü yakala"",""Alıcı dikkatli olsun"",""Aşk her şeyin üstesinden gelir"",""Tanrı'ya güveniyoruz""]","Co oznacza łacińska fraza „Carpe diem”?","","[""Günü ələ keçir"",""Alıcı ehtiyatlıdır"",""Sevgi hər şeyə qalib gəlir"",""Allaha güvənirik""]","""Carpe Diem"" Latince ifadesi ne anlama gelir?","","Что означает латинская фраза ""Carpe Diem""?","","","","[""Лови момент"",""Покупатель, будь осторожен"",""Любовь побеждает всё"",""Мы верим в Бога""]","5","","","Lotincha ""Carpe Diem"" iborasi nimani anglatadi?","69867313f0b73270e5023e0f","2026-02-06T23:02:43.646000","2026-07-08T20:54:03.473000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
